1,20
2,37
3,17
4,-23
5,30
6,47
7,39
8,21
9,34
10,18
11,52
12,29
13,23
14,11
15,22
16,27
17,32
18,30
19,1
20,38
21,42
22,11
23,59
24,8
25,-10
26,29
27,45
28,20
29,27
30,41
31,36
32,45
33,40
34,41
35,42
36,-3
37,21
38,26
39,27
40,31
41,31
42,-14
43,59
44,32
45,34
46,2
47,2
48,31
49,9
50,27
51,43
52,26
53,18
54,-20
55,21
56,25
57,16
58,24
59,50
60,25
61,40
62,4
63,49
64,-9
65,79
66,20
67,25
68,15
69,13
70,29
71,24
72,37
73,18
74,0
75,0
76,22
77,32
78,40
79,14
80,6
81,19
82,40
83,36
84,26
85,23
86,11
87,38
88,19
89,29
90,16
91,-6
92,44
93,12
94,11
95,37
96,-14
97,21
98,2
99,14
100,11
101,29
102,22
103,7
104,12
105,42
106,21
107,25
108,15
109,0
110,37
111,43
112,23
113,12
114,21
115,41
116,28
117,17
118,37
119,36
120,36
121,4
122,44
123,24
124,26
125,8
126,24
127,26
128,42
129,19
130,19
131,-14
132,6
133,11
134,26
135,25
136,28
137,12
138,-6
139,19
140,49
141,30
142,25
143,4
144,29
145,42
146,30
147,50
148,78
149,20
150,6
151,47
152,36
153,29
154,4
155,10
156,51
157,13
158,26
159,46
160,21
161,39
162,9
163,16
164,24
165,42
166,17
167,72
168,42
169,25
170,44
171,59
172,24
173,12
174,7
175,13
176,16
177,45
178,24
179,12
180,15
181,17
182,56
183,21
184,17
185,9
186,22
187,34
188,-2
189,27
190,25
191,9
192,25
193,37
194,4
195,16
196,34
197,15
198,58
199,13
200,27
201,7
202,11
203,47
204,45
205,24
206,25
207,50
208,22
209,15
210,-1
211,10
212,34
213,16
214,12
215,46
216,20
217,55
218,44
219,12
220,13
221,5
222,24
223,23
224,-21
225,18
226,41
227,26
228,19
229,21
230,11
231,36
232,46
233,27
234,25
235,19
236,29
237,35
238,22
239,37
240,32
241,23
242,26
243,18
244,16
245,54
246,16
247,39
248,26
249,20
250,35
251,12
252,17
253,23
254,23
255,37
256,29
257,29
258,36
259,34
260,31
261,34
262,25
263,19
264,30
265,-19
266,27
267,19
268,22
269,-1
270,19
271,2
272,40
273,24
274,14
275,39
276,5
277,50
278,0
279,19
280,17
281,7
282,62
283,17
284,28
285,30
286,19
287,10
288,20
289,57
290,26
291,-14
292,54
293,14
294,-5
295,26
296,46
297,43
298,4
299,17
300,21
301,44
302,-5
303,56
304,28
305,16
306,24
307,28
308,24
309,54
310,-7
311,33
312,30
313,22
314,42
315,35
316,22
317,34
318,31
319,55
320,25
321,21
322,14
323,4
324,38
325,18
326,23
327,6
328,9
329,14
330,0
331,24
332,1
333,-14
334,30
335,31
336,24
337,-14
338,0
339,15
340,40
341,39
342,4
343,27
344,14
345,24
346,83
347,29
348,25
349,-7
350,-13
351,19
352,11
353,18
354,13
355,27
356,15
357,24
358,39
359,9
360,31
361,7
362,26
363,26
364,-1
365,8
366,38
367,4
368,32
369,24
370,3
371,14
372,27
373,6
374,11
375,30
376,33
377,12
378,12
379,39
380,12
381,33
382,8
383,17
384,16
385,32
386,-16
387,21
388,24
389,0
390,40
391,28
392,-1
393,52
394,29
395,12
396,21
397,27
398,16
399,32
400,38
401,34
402,8
403,0
404,19
405,44
406,6
407,-2
408,47
409,78
410,34
411,29
412,-5
413,12
414,28
415,11
416,23
417,37
418,9
419,0
420,20
421,5
422,31
423,33
424,3
425,45
426,-39
427,-1
428,22
429,44
430,-17
431,67
432,40
433,26
434,29
435,-28
436,34
437,6
438,26
439,51
440,10
441,22
442,35
443,15
444,67
445,14
446,24
447,16
448,27
449,51
450,33
451,19
452,22
453,-17
454,25
455,38
456,34
457,35
458,26
459,26
460,-5
461,30
462,9
463,43
464,10
465,15
466,42
467,46
468,28
469,38
470,56
471,10
472,28
473,13
474,24
475,19
476,19
477,8
478,49
479,-15
480,16
481,6
482,11
483,3
484,14
485,56
486,10
487,31
488,24
489,20
490,46
491,26
492,-17
493,30
494,24
495,41
496,37
497,-7
498,45
499,29
500,35
501,34
502,44
503,16
504,28
505,32
506,26
507,34
508,33
509,-8
510,30
511,21
512,13
513,35
514,24
