1,18
2,49
3,12
4,26
5,37
6,47
7,2
8,16
9,8
10,18
11,46
12,31
13,13
14,44
15,32
16,10
17,14
18,12
19,3
20,19
21,2
22,21
23,27
24,16
25,12
26,43
27,43
28,45
29,46
30,36
31,49
32,2
33,13
34,24
35,19
36,11
37,35
38,19
39,8
40,5
41,23
42,4
43,22
44,4
45,0
46,19
47,47
48,3
49,23
50,14
51,41
52,20
53,20
54,10
55,7
56,34
57,15
58,34
59,29
60,20
61,23
62,15
63,22
64,22
65,40
66,46
67,11
68,32
69,26
70,5
71,12
72,24
73,3
74,2
75,47
76,2
77,15
78,31
79,22
80,25
81,11
82,22
83,12
84,14
85,10
86,19
87,22
88,25
89,11
90,40
91,0
92,0
93,16
94,14
95,31
96,22
97,44
98,22
99,16
100,0
101,2
102,11
103,50
104,27
105,43
106,49
107,39
108,29
109,15
110,23
111,40
112,33
113,19
114,25
115,4
116,4
117,14
118,36
119,41
120,46
121,14
122,24
123,14
124,34
125,31
126,0
127,47
128,2
129,14
130,0
131,14
132,44
133,10
134,34
135,35
136,24
137,23
138,50
139,18
140,34
141,10
142,21
143,28
144,35
145,47
146,34
147,49
148,41
149,43
150,4
151,15
152,43
153,8
154,18
155,33
156,49
157,16
158,7
159,11
160,25
161,11
162,9
163,2
164,45
165,16
166,50
167,50
168,40
169,40
170,48
171,48
172,23
173,28
174,44
175,28
176,5
177,11
178,14
179,39
180,29
181,24
182,36
183,31
184,46
185,28
186,11
187,31
188,0
189,24
190,25
191,43
192,0
193,19
194,50
195,33
196,21
197,20
198,47
199,16
200,0
201,15
202,13
203,46
204,30
205,6
206,7
207,0
208,24
209,40
210,34
211,9
212,33
213,15
214,46
215,48
216,41
217,10
218,37
219,45
220,11
221,9
222,10
223,36
224,50
225,43
226,37
227,33
228,26
229,18
230,17
231,49
232,9
233,29
234,34
235,41
236,50
237,32
238,31
239,13
240,43
241,36
242,39
243,37
244,1
245,45
246,33
247,21
248,29
249,23
250,43
251,7
252,0
253,24
254,21
255,33
256,2
257,34
258,15
259,37
260,22
261,32
262,22
263,4
264,21
265,28
266,44
267,14
268,13
269,10
270,31
271,16
272,41
273,40
274,6
275,24
276,22
277,18
278,4
279,2
280,31
281,24
282,27
283,40
284,28
285,42
286,18
287,33
288,13
289,50
290,20
291,14
292,24
293,11
294,4
295,32
296,39
297,38
298,15
299,6
300,7
301,49
302,28
303,23
304,20
305,46
306,37
307,4
308,1
309,46
310,10
311,0
312,31
313,19
314,34
315,37
316,41
317,9
318,36
319,48
320,8
321,21
322,15
323,32
324,30
325,15
326,43
327,1
328,17
329,2
330,16
331,13
332,8
333,15
334,20
335,24
336,44
337,20
338,12
339,19
340,48
341,10
342,50
343,7
344,16
345,42
346,13
347,31
348,18
349,25
350,15
351,10
352,49
353,41
354,9
355,3
356,2
357,37
358,39
359,40
360,49
361,2
362,8
363,28
364,15
365,38
366,0
367,8
368,42
369,11
370,15
371,39
372,45
373,7
374,41
375,10
376,33
377,41
378,12
379,24
380,10
381,32
382,33
383,5
384,19
385,12
386,48
387,40
388,36
389,50
390,36
391,9
392,18
393,30
394,31
395,38
396,47
397,27
398,12
399,9
400,29
401,3
402,43
403,14
404,40
405,32
406,13
407,4
408,0
409,44
410,0
411,43
412,24
413,38
414,23
415,5
416,18
417,15
418,7
419,3
420,4
421,38
422,7
423,1
424,2
425,43
426,2
427,44
428,46
429,19
430,24
431,48
432,0
433,48
434,4
435,50
436,41
437,22
438,27
439,31
440,6
441,39
442,17
443,8
444,22
445,37
446,7
447,17
448,48
449,10
450,7
451,2
452,11
453,6
454,15
455,31
456,37
457,27
458,24
459,9
460,4
461,22
462,42
463,31
464,5
465,48
466,30
467,18
468,24
469,36
470,16
471,8
472,0
473,9
474,24
475,21
476,14
477,1
478,30
479,26
480,32
481,40
482,18
483,39
484,5
485,34
486,10
487,18
488,7
489,42
490,17
491,37
492,40
493,31
494,28
495,10
496,4
497,19
498,30
499,34
500,14
501,18
502,41
503,29
504,8
505,1
506,35
507,0
508,45
509,11
510,8
511,49
512,3
513,37
514,19
