1,6
2,0
3,4
4,10
5,5
6,2
7,4
8,0
9,3
10,6
11,4
12,7
13,10
14,6
15,0
16,5
17,9
18,1
19,5
20,-2
21,4
22,1
23,3
24,5
25,5
26,3
27,6
28,0
29,4
30,7
31,5
32,1
33,9
34,6
35,1
36,7
37,4
38,3
39,6
40,3
41,8
42,5
43,7
44,4
45,7
46,0
47,4
48,1
49,0
50,7
51,6
52,0
53,0
54,0
55,6
56,6
57,5
58,0
59,3
60,5
61,7
62,2
63,7
64,0
65,5
66,8
67,0
68,9
69,8
70,5
71,3
72,0
73,8
74,7
75,4
76,2
77,2
78,3
79,7
80,1
81,5
82,2
83,0
84,8
85,0
86,8
87,0
88,4
89,3
90,0
91,2
92,7
93,7
94,4
95,10
96,3
97,0
98,0
99,7
100,0
101,5
102,3
103,4
104,9
105,4
106,8
107,0
108,8
109,1
110,1
111,6
112,6
113,3
114,4
115,6
116,1
117,2
118,4
119,7
120,6
121,0
122,5
123,8
124,1
125,3
126,0
127,7
128,7
129,1
130,8
131,0
132,1
133,0
134,8
135,8
136,9
137,5
138,8
139,5
140,4
141,8
142,6
143,6
144,0
145,8
146,0
147,0
148,5
149,3
150,5
151,5
152,7
153,8
154,6
155,11
156,6
157,4
158,0
159,2
160,6
161,3
162,6
163,3
164,3
165,6
166,6
167,1
168,2
169,12
170,0
171,3
172,2
173,4
174,0
175,4
176,8
177,4
178,5
179,4
180,7
181,7
182,4
183,8
184,7
185,1
186,2
187,6
188,7
189,0
190,7
191,4
192,6
193,8
194,5
195,1
196,0
197,-1
198,7
199,6
200,5
201,2
202,5
203,6
204,7
205,4
206,5
207,4
208,1
209,5
210,5
211,0
212,4
213,1
214,6
215,-1
216,5
217,2
218,9
219,1
220,5
221,8
222,5
223,0
224,4
225,5
226,2
227,7
228,4
229,3
230,7
231,4
232,2
233,0
234,3
235,3
236,3
237,1
238,1
239,1
240,7
241,5
242,1
243,6
244,4
245,1
246,6
247,8
248,11
249,5
250,3
251,9
252,3
253,3
254,1
255,3
256,8
257,6
258,7
259,0
260,3
261,8
262,6
263,1
264,6
265,3
266,-1
267,3
268,0
269,9
270,1
271,1
272,4
273,7
274,0
275,1
276,1
277,7
278,6
279,6
280,6
281,9
282,0
283,3
284,1
285,1
286,6
287,3
288,6
289,5
290,3
291,7
292,3
293,6
294,3
295,4
296,8
297,1
298,6
299,5
300,5
301,6
302,1
303,0
304,0
305,8
306,1
307,6
308,5
309,7
310,7
311,1
312,1
313,1
314,0
315,3
316,-2
317,1
318,5
319,0
320,5
321,6
322,-1
323,3
324,5
325,5
326,2
327,3
328,5
329,7
330,3
331,5
332,8
333,5
334,6
335,2
336,0
337,-1
338,5
339,5
340,4
341,7
342,6
343,2
344,0
345,5
346,0
347,6
348,1
349,2
350,5
351,2
352,4
353,8
354,9
355,2
356,2
357,5
358,6
359,5
360,3
361,1
362,6
363,7
364,4
365,4
366,7
367,1
368,2
369,1
370,1
371,0
372,4
373,0
374,8
375,2
376,6
377,2
378,1
379,7
380,3
381,6
382,4
383,0
384,4
385,2
386,1
387,8
388,8
389,7
390,7
391,7
392,7
393,5
394,6
395,0
396,7
397,2
398,9
399,3
400,6
401,0
402,3
403,2
404,7
405,7
406,6
407,0
408,2
409,6
410,5
411,9
412,6
413,4
414,5
415,0
416,9
417,3
418,8
419,7
420,8
421,3
422,5
423,0
424,2
425,8
426,8
427,3
428,5
429,4
430,0
431,0
432,4
433,7
434,7
435,1
436,1
437,2
438,4
439,0
440,8
441,1
442,2
443,0
444,6
445,6
446,6
447,3
448,4
449,5
450,1
451,1
452,1
453,3
454,2
455,6
456,2
457,6
458,8
459,6
460,8
461,3
462,2
463,2
464,1
465,5
466,7
467,0
468,6
469,2
470,5
471,7
472,6
473,1
474,0
475,7
476,6
477,8
478,9
479,2
480,8
481,10
482,1
483,1
484,9
485,2
486,3
487,5
488,3
489,3
490,0
491,4
492,1
493,7
494,7
495,4
496,5
497,5
498,5
499,0
500,1
501,0
502,5
503,6
504,7
505,5
506,9
507,1
508,4
509,7
510,0
511,5
512,3
513,8
514,1
515,0
516,2
517,0
518,4
519,4
520,2
521,4
522,5
523,7
524,1
525,2
526,0
527,9
528,8
529,5
530,0
531,6
532,7
533,6
534,5
535,10
536,6
537,1
538,1
539,1
540,0
541,1
542,7
543,5
544,7
545,7
546,0
547,0
548,4
549,2
550,1
551,5
552,6
553,3
554,8
555,7
556,9
557,1
558,8
559,7
560,8
561,2
562,7
563,6
564,9
565,3
566,9
567,4
568,1
569,6
570,10
571,10
572,1
573,7
574,3
575,0
576,6
577,-3
578,5
579,0
580,4
581,5
582,3
583,2
584,3
585,4
586,6
587,4
588,1
589,0
590,7
591,8
592,-1
593,8
594,3
595,4
596,9
597,1
598,4
599,3
600,7
601,7
602,-1
603,5
604,2
605,5
606,4
607,2
608,6
609,7
610,8
611,1
612,7
613,4
614,4
615,8
616,6
617,2
618,6
619,6
620,8
621,6
622,9
623,8
624,6
625,5
626,7
627,6
628,4
629,4
630,0
631,2
632,6
633,5
634,7
635,3
636,1
637,3
638,0
639,1
640,5
641,4
642,6
643,0
644,2
645,7
646,7
647,2
648,8
649,3
650,0
651,4
652,7
653,8
654,0
655,4
656,5
657,5
658,6
659,3
660,7
661,5
662,4
663,7
664,4
665,0
666,7
667,9
668,8
669,0
670,0
671,5
672,5
673,4
674,5
675,7
676,6
677,8
